W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED,P7,DEEP
21.0,122.1,97.0,0.934,53.1,48.9,15.3,15.0,29.1,27.4,37.6,33.8,52.1,47.4,36.5,34.1,66.9,6.0,2.0,1.0,0.0
24.0,120.6,90.9,0.9626,51.3,42.9,16.3,21.6,39.4,28.0,30.7,42.4,49.9,43.0,35.5,28.5,65.0,4.0,2.0,1.0,1.0
24.0,111.0,88.1,0.9343,51.3,45.3,18.6,21.1,31.5,29.8,28.6,31.9,50.1,46.4,35.1,28.8,73.9,6.8,2.0,1.0,0.0
18.0,115.9,95.3,0.9046,48.7,50.2,17.0,20.7,35.6,31.3,39.4,28.5,46.4,51.3,35.7,32.3,69.6,3.0,3.0,1.0,0.0
19.0,113.8,93.5,0.9058,52.9,46.7,20.2,17.8,31.3,26.9,34.0,36.7,52.4,45.8,35.7,32.3,69.1,4.2,3.0,1.0,0.0
20.0,108.5,90.0,0.8964,49.8,47.0,17.7,20.0,30.9,26.9,30.5,26.5,49.3,45.9,33.8,32.6,68.2,4.2,3.0,1.0,0.0
22.0,110.4,91.2,0.8997,51.5,47.6,17.4,20.3,31.7,26.2,32.7,29.3,51.9,46.9,33.9,32.6,73.1,4.6,3.0,1.0,1.0
16.0,117.8,94.0,0.9305,54.4,46.5,20.1,19.6,35.4,31.4,32.7,36.3,52.1,44.2,39.0,33.3,70.4,2.5,4.0,1.0,0.0
18.0,114.6,93.9,0.9079,56.1,47.9,15.4,15.2,23.1,22.6,22.0,24.6,55.3,46.1,38.1,34.0,59.9,3.4,4.0,1.0,0.0
18.0,112.4,92.9,0.8994,51.4,48.6,18.7,16.9,32.2,24.1,32.2,30.3,52.1,49.7,33.5,31.5,66.6,3.8,4.0,1.0,0.0
20.0,109.3,92.3,0.875,52.1,47.2,21.4,19.3,31.9,30.2,36.4,30.5,52.8,46.9,33.8,31.7,71.6,4.6,4.0,1.0,0.0
16.0,117.9,96.7,0.9076,52.8,51.8,13.5,19.0,27.9,24.8,30.0,25.8,52.8,51.0,35.2,35.4,65.1,3.2,5.0,1.0,0.0
18.0,108.8,89.2,0.9072,50.1,45.9,18.2,22.9,31.4,28.6,35.1,31.1,49.8,44.8,33.8,31.8,66.9,2.4,5.0,1.0,0.0
20.0,114.4,94.3,0.9025,55.7,46.9,15.8,17.8,24.8,28.2,26.9,25.7,56.3,46.1,36.7,32.1,69.1,3.5,5.0,1.0,0.0
22.0,113.7,93.5,0.9045,52.0,47.7,16.8,19.8,30.9,25.6,29.9,28.0,50.3,46.5,36.7,33.3,66.3,2.6,5.0,1.0,0.0
17.0,112.3,92.2,0.9057,49.7,47.9,16.2,23.8,33.8,29.7,39.3,36.4,48.7,44.8,34.7,35.1,65.7,0.9,6.0,1.0,0.0
20.0,112.8,93.3,0.8991,55.0,46.6,19.0,16.0,28.6,23.3,27.8,29.4,54.5,45.5,37.3,32.4,68.2,3.3,6.0,0.0,0.0
22.0,112.0,92.0,0.9052,52.1,45.4,18.1,17.4,35.7,27.3,37.5,24.8,52.1,42.2,34.8,34.2,67.2,3.6,6.0,1.0,1.0
23.0,111.1,90.0,0.9191,52.7,46.7,16.9,22.5,29.9,24.4,34.3,32.7,50.5,44.6,37.5,32.8,66.0,2.8,6.0,0.0,0.0
14.0,110.6,93.4,0.8748,52.5,47.5,20.7,20.5,30.7,31.5,33.8,34.8,51.9,48.4,35.7,30.6,68.6,1.4,7.0,1.0,0.0
15.0,114.6,92.8,0.9188,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,49.0,45.6,33.6,31.6,65.7,2.1,7.0,1.0,0.0
16.0,105.9,91.9,0.8374,50.4,48.7,19.5,21.6,26.6,26.6,23.6,29.6,49.2,47.5,34.6,33.7,64.4,2.9,7.0,1.0,0.0
20.0,113.1,98.2,0.835,54.4,50.1,16.8,20.3,28.3,27.2,26.8,27.1,52.9,49.9,37.9,33.6,67.2,3.0,7.0,1.0,0.0
15.0,111.0,94.5,0.8642,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,67.6,0.3,8.0,1.0,0.0
18.0,108.8,91.6,0.8777,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,48.9,46.8,31.7,34.4,71.8,2.3,8.0,1.0,0.0
18.0,119.3,99.8,0.8868,52.8,48.5,16.1,18.4,31.5,32.8,33.9,29.1,53.0,51.3,35.0,30.0,70.4,2.4,8.0,1.0,0.0
24.0,108.5,88.3,0.9136,56.3,46.7,18.5,21.6,26.0,21.0,30.7,22.4,58.0,45.5,35.7,32.5,63.9,1.7,8.0,0.0,0.0
16.0,111.1,92.9,0.8864,50.5,45.5,16.9,19.5,33.6,28.4,27.8,28.3,49.3,45.1,35.4,30.6,64.7,2.1,9.0,0.0,0.0
16.0,111.3,95.0,0.8599,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32.0,32.7,68.6,2.1,9.0,1.0,0.0
17.0,111.3,90.4,0.9163,49.4,47.9,13.5,17.8,23.7,25.1,26.9,28.5,46.3,47.1,36.0,33.0,65.0,2.2,9.0,1.0,0.0
17.0,113.0,94.8,0.882,53.9,52.2,15.9,22.7,24.8,29.7,29.0,28.9,54.8,50.7,34.9,36.7,67.7,1.9,9.0,1.0,0.0
15.0,106.7,91.9,0.847,50.2,47.7,16.4,18.9,27.4,29.1,27.7,33.2,51.9,47.4,31.1,32.1,67.8,1.9,10.0,1.0,0.0
15.0,109.3,94.5,0.8426,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33.0,66.5,0.9,10.0,1.0,0.0
16.0,110.0,93.0,0.8735,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,65.4,0.2,10.0,1.0,0.0
19.0,104.6,89.7,0.854,50.9,45.8,20.6,23.5,28.3,31.3,34.0,35.4,51.7,45.9,32.9,30.5,70.0,1.3,10.0,0.0,0.0
15.0,105.8,93.5,0.8054,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32.0,31.5,68.7,1.4,11.0,1.0,0.0
16.0,109.6,98.1,0.7823,47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,44.7,47.6,34.5,30.8,67.5,1.3,11.0,1.0,0.0
16.0,112.8,97.6,0.8402,50.7,48.5,16.0,20.8,30.1,33.5,28.1,25.1,50.9,49.3,33.7,31.6,69.4,0.5,11.0,1.0,0.0
17.0,112.3,97.5,0.835,52.0,50.7,16.6,17.6,30.4,24.4,32.6,28.0,50.6,49.4,36.7,35.1,64.7,1.0,11.0,1.0,1.0
20.0,105.2,90.0,0.8569,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33.0,69.0,-1.1,11.0,0.0,0.0
25.0,111.8,101.6,0.7508,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,66.7,1.5,11.0,0.0,0.0
13.0,108.5,93.2,0.8516,49.6,48.0,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,69.5,-1.0,12.0,1.0,0.0
17.0,108.5,99.6,0.7289,48.7,50.4,17.2,18.5,29.8,29.4,34.0,38.2,46.9,52.5,34.6,31.4,65.1,-1.6,12.0,1.0,1.0
22.0,107.9,97.6,0.7615,53.0,47.7,16.5,20.8,28.2,24.5,35.5,28.0,53.4,46.6,34.8,33.4,65.8,-0.2,12.0,0.0,0.0
23.0,104.2,96.9,0.6975,53.0,49.0,19.5,22.5,35.6,22.2,35.7,33.8,53.0,49.2,35.3,32.4,73.8,0.9,12.0,0.0,0.0
16.0,111.9,100.7,0.7715,55.8,51.1,17.0,20.0,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,69.3,-2.0,13.0,0.0,0.0
17.0,104.4,94.6,0.7578,54.0,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,63.3,-2.5,13.0,0.0,0.0
21.0,102.3,97.5,0.6353,48.2,48.1,15.6,21.0,32.4,25.9,23.8,36.4,50.3,48.3,30.0,31.9,68.3,-3.5,13.0,0.0,0.0
23.0,109.1,101.5,0.6969,57.4,48.0,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,63.4,-1.7,13.0,0.0,0.0
14.0,110.8,100.0,0.7641,57.1,45.7,13.8,16.6,27.9,25.6,31.1,25.1,55.4,49.5,40.2,26.1,71.9,0.3,14.0,0.0,0.0
16.0,107.7,101.1,0.6729,54.1,47.5,16.5,16.5,23.9,25.8,30.4,27.7,54.2,47.6,35.9,31.6,72.2,-3.6,14.0,0.0,0.0
23.0,101.8,94.7,0.6977,52.9,45.4,19.4,26.7,30.6,27.9,34.0,42.5,50.8,46.3,37.7,29.1,70.0,-1.1,14.0,0.0,0.0
23.0,99.3,96.7,0.5778,51.9,47.0,22.9,18.0,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,65.6,-2.0,14.0,0.0,0.0
12.0,101.1,99.5,0.545,51.2,45.6,22.4,19.6,33.4,26.1,36.1,46.3,49.9,45.8,35.5,30.1,68.5,-3.2,15.0,0.0,0.0
16.0,107.0,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33.0,27.8,33.1,49.7,49.0,38.8,35.6,71.4,-5.1,15.0,0.0,0.0
17.0,102.7,96.0,0.6852,53.0,44.9,20.4,16.6,32.4,22.6,34.7,29.6,55.7,44.9,32.2,29.9,65.4,-3.2,15.0,0.0,0.0
19.0,99.9,100.7,0.4785,50.6,48.9,18.5,20.2,30.9,31.8,31.9,37.2,52.1,50.9,31.9,30.8,66.2,-2.7,15.0,0.0,0.0
12.0,107.9,105.0,0.5768,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,64.4,-4.5,16.0,0.0,0.0
12.0,95.7,100.6,0.3593,48.7,45.5,20.1,16.3,31.7,24.6,29.7,24.6,47.7,45.6,33.7,30.1,62.2,-7.2,16.0,0.0,0.0
15.0,97.3,99.6,0.4345,50.4,47.6,19.0,20.4,24.8,28.6,28.6,25.0,51.3,50.7,32.7,28.7,66.9,-4.9,16.0,0.0,0.0
16.0,99.4,104.1,0.3698,49.7,47.4,17.8,20.7,28.8,28.7,38.6,42.0,46.1,47.2,37.4,31.7,67.9,-5.0,16.0,0.0,0.0
16.0,97.3,103.5,0.3307,48.3,46.5,21.4,19.2,32.9,25.7,38.9,33.8,51.0,45.2,27.7,32.4,71.8,-4.5,16.0,0.0,0.0
17.0,99.0,104.4,0.3512,47.7,50.4,17.5,20.0,27.8,30.6,33.0,24.0,46.7,50.4,32.6,33.5,65.4,-7.7,16.0,0.0,0.0
28.0,120.3,89.9,0.9662,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,60.4,41.8,37.0,30.5,72.6,6.7,1.0,0.0,0.0
34.0,119.8,91.3,0.958,53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,53.6,46.4,36.1,29.8,69.1,10.4,1.0,1.0,1.0
27.0,117.8,91.3,0.9491,52.8,47.8,17.9,22.9,36.3,28.8,29.0,27.7,53.6,49.2,34.3,30.2,67.6,8.9,1.0,1.0,0.0
33.0,118.0,93.7,0.9341,55.6,44.4,18.3,17.4,34.7,28.6,34.9,24.0,57.0,41.8,35.3,32.8,72.3,8.8,1.0,1.0,0.0
32.0,122.7,96.0,0.944,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,56.0,46.6,36.6,32.0,67.4,7.2,2.0,1.0,1.0
30.0,117.2,93.0,0.9346,51.5,47.3,15.5,18.4,31.2,28.9,29.8,25.0,49.5,48.1,35.9,30.8,62.2,7.3,2.0,1.0,1.0
26.0,119.4,95.4,0.9295,53.1,46.9,16.7,17.5,37.7,24.9,28.0,25.4,53.5,47.3,34.7,30.8,67.8,6.9,2.0,1.0,0.0
28.0,111.7,90.0,0.9228,49.9,44.1,16.7,20.0,33.7,28.9,31.6,34.2,51.3,42.8,31.8,31.0,70.0,7.4,2.0,1.0,0.0
27.0,110.5,85.4,0.9509,52.6,45.8,19.8,23.2,33.2,25.8,35.1,31.9,54.9,44.5,32.1,31.5,66.3,6.6,3.0,1.0,0.0
27.0,111.3,87.1,0.9439,50.7,46.4,17.7,22.9,32.4,27.2,29.0,31.5,48.5,46.0,35.9,31.3,67.4,8.0,3.0,1.0,0.0
29.0,121.6,97.5,0.9267,56.5,49.1,17.5,14.0,35.2,23.8,38.2,21.6,55.8,48.6,38.4,33.2,66.0,7.0,3.0,1.0,0.0
25.0,108.7,93.4,0.8511,47.7,49.0,13.0,17.0,25.9,24.4,32.4,27.2,48.7,49.0,30.7,32.5,66.4,6.5,3.0,1.0,0.0
27.0,115.8,92.2,0.9321,50.6,47.6,13.2,19.4,31.3,25.3,29.5,28.3,49.5,47.3,35.4,32.1,65.4,5.1,4.0,1.0,0.0
23.0,111.9,93.0,0.8943,52.5,46.0,18.1,15.5,33.1,26.6,32.0,28.2,51.4,45.2,35.9,31.9,67.1,4.2,4.0,1.0,0.0
28.0,108.7,90.7,0.8894,48.6,47.5,16.9,20.5,29.6,25.3,37.2,31.9,50.1,46.8,30.4,32.4,70.6,4.5,4.0,1.0,1.0
27.0,111.4,95.5,0.8554,50.0,46.3,17.0,15.6,30.3,27.4,37.0,27.0,49.0,47.1,34.4,30.0,65.3,5.9,4.0,1.0,0.0
32.0,116.5,88.5,0.9595,53.1,43.3,16.9,21.7,37.7,28.0,29.0,34.7,54.5,43.4,33.8,28.8,63.7,6.2,5.0,1.0,1.0
26.0,121.1,97.2,0.9265,53.3,49.7,13.0,19.2,32.3,30.0,30.0,26.3,52.5,49.9,36.3,32.9,69.8,4.5,5.0,1.0,0.0
26.0,109.8,90.5,0.9024,52.7,48.3,17.0,19.2,27.4,21.7,23.3,25.1,52.5,47.0,35.5,34.3,63.7,3.9,5.0,0.0,0.0
23.0,113.2,95.9,0.8709,49.6,46.0,17.3,18.0,37.9,27.6,30.5,31.7,48.0,42.6,35.2,35.3,65.0,3.1,5.0,1.0,0.0
22.0,112.5,91.5,0.9152,50.1,47.0,17.8,23.0,31.6,29.8,32.0,39.0,50.5,46.6,33.0,31.8,63.5,3.4,6.0,1.0,0.0
22.0,106.3,89.6,0.8766,49.4,45.1,20.7,25.1,33.8,30.9,33.4,37.8,50.4,47.6,31.6,28.2,68.7,2.3,6.0,1.0,0.0
19.0,115.2,98.3,0.8612,51.3,49.8,19.8,17.9,35.3,30.5,32.9,34.8,55.9,49.3,30.9,33.8,71.8,2.0,6.0,1.0,0.0
25.0,111.9,98.1,0.819,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,55.7,51.0,35.6,32.7,65.6,4.3,6.0,0.0,0.0
20.0,115.5,98.5,0.8612,54.3,47.6,17.1,15.5,29.3,28.7,33.4,29.1,54.0,45.8,36.5,33.8,65.1,1.3,7.0,1.0,0.0
23.0,111.6,96.6,0.8405,52.0,48.1,18.8,15.3,30.7,27.1,29.9,28.3,49.6,48.5,37.8,31.6,67.6,2.9,7.0,1.0,0.0
31.0,110.0,96.2,0.8241,52.6,48.1,17.1,20.4,35.3,25.7,32.4,26.0,53.2,50.5,34.5,29.7,66.0,3.5,7.0,0.0,0.0
26.0,108.6,96.2,0.8021,51.2,44.7,17.9,14.4,33.5,26.7,30.9,26.8,50.1,42.0,35.7,33.2,66.2,4.1,7.0,1.0,0.0
29.0,114.4,93.5,0.9113,51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,50.1,47.5,35.8,33.7,70.1,4.3,8.0,1.0,1.0
23.0,102.4,86.9,0.8675,48.7,44.1,19.3,21.9,29.5,27.3,31.1,31.0,46.7,43.5,35.4,30.0,65.3,2.6,8.0,0.0,0.0
27.0,107.6,92.9,0.8434,50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,50.6,48.0,34.0,32.6,64.5,3.5,8.0,0.0,0.0
21.0,105.4,93.4,0.8,47.2,45.6,17.7,18.5,32.3,29.1,30.5,27.8,45.8,45.1,33.2,31.1,67.6,1.9,8.0,1.0,0.0
22.0,112.4,92.6,0.9028,52.3,46.6,22.5,20.4,37.4,30.9,37.8,33.2,51.9,45.5,35.5,32.0,70.0,1.4,9.0,1.0,0.0
21.0,108.6,92.1,0.8698,48.7,47.4,21.4,18.6,37.7,26.1,31.4,26.9,50.3,48.0,30.2,30.9,65.9,2.9,9.0,1.0,0.0
23.0,104.8,92.1,0.8151,50.6,44.9,20.4,15.5,28.4,28.5,26.7,20.8,53.3,43.6,30.8,31.7,67.0,1.7,9.0,1.0,0.0
19.0,107.7,96.5,0.7787,52.1,47.0,17.2,18.9,22.5,31.6,26.2,29.5,52.6,46.4,34.4,32.0,71.2,0.6,9.0,1.0,0.0
24.0,110.2,93.0,0.8748,53.1,47.1,17.9,18.4,30.0,24.0,28.5,33.0,54.4,48.7,34.3,28.9,69.0,1.6,10.0,0.0,0.0
26.0,113.6,97.9,0.8467,53.4,52.5,14.0,20.4,22.4,30.3,28.9,24.8,54.8,53.0,33.9,34.5,67.7,2.6,10.0,1.0,1.0
25.0,106.9,92.3,0.8439,55.6,46.9,18.5,20.1,25.1,24.0,31.5,28.9,54.9,47.3,37.6,30.9,64.6,1.8,10.0,0.0,0.0
27.0,115.8,101.1,0.8258,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,54.2,48.9,38.5,33.6,64.6,2.1,10.0,0.0,0.0
23.0,115.6,95.2,0.9028,55.1,49.0,17.0,18.7,27.8,26.2,24.5,25.6,52.6,49.3,39.2,32.3,63.3,1.7,11.0,1.0,0.0
19.0,113.9,96.2,0.8741,52.1,49.7,17.3,14.7,31.0,24.0,29.4,25.6,52.7,50.4,33.9,32.4,66.4,0.2,11.0,1.0,0.0
24.0,112.8,96.7,0.8542,54.0,49.0,15.6,15.1,22.1,24.7,27.3,22.2,51.9,49.6,37.9,32.0,65.4,1.9,11.0,1.0,0.0
22.0,101.7,88.4,0.8346,49.1,47.9,20.4,24.6,28.4,28.3,27.1,36.7,50.1,50.8,31.5,28.9,66.3,2.8,11.0,1.0,0.0
18.0,106.6,96.3,0.7629,49.9,48.6,17.3,17.8,29.6,27.0,26.2,28.6,49.4,47.1,33.9,33.9,65.0,-0.7,11.0,1.0,0.0
21.0,107.7,91.6,0.8652,50.6,46.2,17.2,17.6,27.0,25.1,33.5,30.7,50.9,43.9,33.3,33.0,67.2,0.2,12.0,1.0,0.0
27.0,111.8,99.1,0.8001,52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,50.8,47.8,38.0,32.9,68.9,-0.1,12.0,0.0,0.0
25.0,107.9,97.3,0.7661,52.3,47.1,17.1,15.7,25.5,24.6,37.1,24.8,54.4,48.4,33.0,30.1,65.8,1.9,12.0,0.0,0.0
27.0,106.0,96.0,0.7579,51.9,45.2,20.8,16.8,32.6,25.7,34.6,28.3,53.2,45.6,33.4,29.8,66.1,0.7,12.0,0.0,0.0
24.0,106.9,99.1,0.7071,51.1,50.5,14.3,18.8,22.4,27.5,31.0,23.4,52.3,49.9,33.0,34.3,66.7,-1.6,12.0,0.0,0.0
28.0,109.7,97.3,0.7984,57.1,47.7,14.7,16.8,23.7,18.7,26.7,23.3,58.6,45.3,36.8,34.4,64.8,-0.8,13.0,0.0,0.0
27.0,107.3,97.3,0.7557,52.2,49.4,17.0,18.1,32.7,26.2,26.8,27.8,53.0,52.1,33.9,30.3,64.6,0.2,13.0,0.0,0.0
30.0,114.1,103.5,0.7542,59.2,51.4,15.3,15.8,23.7,24.3,34.6,21.3,55.9,50.3,43.7,35.2,69.6,1.5,13.0,0.0,0.0
24.0,105.5,101.7,0.6041,52.5,49.1,17.7,17.5,29.0,26.4,39.3,26.1,52.2,47.4,35.3,34.8,61.9,-4.3,13.0,0.0,0.0
23.0,107.0,103.2,0.6026,55.6,48.9,16.9,16.0,26.6,25.1,26.3,24.1,52.1,48.0,40.4,33.7,67.0,-6.1,14.0,0.0,0.0
26.0,105.7,103.7,0.5541,51.5,51.4,18.4,20.0,33.2,24.5,35.4,26.5,47.9,53.9,38.4,32.1,65.8,-2.3,14.0,0.0,0.0
19.0,99.4,97.9,0.5449,49.7,48.9,18.3,18.2,25.6,26.7,32.2,32.1,50.1,51.2,32.6,30.5,68.9,-4.9,14.0,0.0,0.0
27.0,103.6,102.5,0.5308,53.9,49.4,18.7,18.2,26.7,23.5,40.1,36.1,52.9,48.9,37.0,33.6,67.1,-2.8,14.0,0.0,0.0
22.0,99.4,93.1,0.6786,47.5,44.2,20.1,20.5,30.9,29.0,37.4,41.2,45.6,44.5,34.6,29.2,65.6,-5.6,15.0,0.0,1.0
22.0,106.5,103.2,0.5908,53.4,49.6,18.3,18.5,26.7,31.3,34.5,29.1,54.4,47.7,34.5,35.4,66.6,-5.5,15.0,0.0,0.0
21.0,104.5,102.2,0.5638,53.6,48.1,19.7,17.1,28.2,27.0,32.1,21.6,51.0,47.5,38.0,32.7,65.1,-5.2,15.0,0.0,0.0
21.0,102.0,103.1,0.4675,48.9,51.1,17.9,20.2,29.1,28.2,34.8,25.7,48.4,48.4,33.4,37.3,66.0,-5.0,15.0,0.0,0.0
18.0,101.9,98.4,0.5983,44.7,50.0,16.6,22.1,32.5,31.0,30.4,33.2,42.5,46.2,32.4,37.5,67.3,-5.1,16.0,0.0,0.0
22.0,102.9,104.1,0.4651,49.6,47.6,19.0,16.6,32.8,31.7,32.7,25.2,52.8,47.0,30.3,32.5,72.3,-4.8,16.0,0.0,0.0
22.0,104.8,106.2,0.4613,51.7,51.4,17.7,18.5,31.0,30.1,31.6,26.1,52.5,51.9,33.4,33.8,68.8,-8.4,16.0,0.0,0.0
19.0,96.3,98.5,0.4356,48.2,45.3,21.4,17.3,33.0,28.0,33.6,33.4,48.6,45.1,31.4,30.4,68.1,-6.8,16.0,0.0,0.0
24.0,100.7,103.0,0.4342,50.9,45.8,20.1,18.4,30.1,27.8,38.3,33.5,50.8,47.1,34.0,29.5,67.0,-3.1,16.0,0.0,0.0
23.0,96.4,102.8,0.3223,47.2,49.0,19.7,22.6,34.0,28.8,38.0,42.3,46.9,50.3,31.8,31.5,69.2,-7.6,16.0,0.0,0.0
28.0,113.8,92.3,0.9177,52.6,47.0,17.5,20.2,28.7,28.7,29.8,31.1,53.0,47.2,34.7,31.0,69.0,10.1,1.0,1.0,0.0
29.0,117.9,93.7,0.9333,51.8,47.2,17.2,15.4,38.4,23.5,37.2,19.2,54.1,47.2,32.2,31.3,63.9,9.4,1.0,1.0,0.0
31.0,116.1,89.0,0.9548,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,72.6,10.2,1.0,1.0,0.0
33.0,117.3,90.3,0.9532,52.3,42.7,15.4,21.1,37.1,27.7,28.9,35.7,53.1,43.4,34.0,27.9,63.4,8.0,1.0,1.0,0.0
29.0,116.1,91.8,0.9371,53.3,48.1,16.3,22.1,28.3,29.0,30.5,33.7,54.0,47.9,34.7,32.4,68.5,7.5,2.0,1.0,1.0
29.0,118.7,96.0,0.9197,56.0,51.0,15.3,22.5,26.2,31.7,27.0,29.1,58.2,50.3,35.3,34.7,68.4,7.8,2.0,1.0,0.0
28.0,119.4,95.4,0.9292,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,56.4,46.2,37.8,32.3,72.2,7.6,2.0,1.0,0.0
31.0,114.9,88.5,0.9528,51.1,46.8,14.9,23.3,33.0,28.2,27.4,27.5,50.6,46.9,34.9,31.1,66.1,8.4,2.0,1.0,0.0
26.0,112.6,94.7,0.8803,52.3,48.1,19.3,21.0,29.9,30.3,36.1,36.3,52.8,49.2,34.3,30.8,69.8,4.2,3.0,1.0,1.0
31.0,123.2,99.0,0.9251,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26.0,58.2,50.6,37.5,35.2,70.1,6.6,3.0,0.0,1.0
23.0,121.7,100.6,0.8991,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,51.6,53.3,36.8,32.5,66.9,5.2,3.0,1.0,0.0
27.0,118.0,98.5,0.889,55.2,50.3,17.2,16.2,30.8,25.0,31.4,27.0,53.8,48.6,39.0,35.8,70.5,5.4,3.0,1.0,0.0
31.0,121.5,91.2,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,66.7,5.0,4.0,1.0,1.0
23.0,113.1,96.9,0.8557,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,53.0,45.4,36.8,33.4,67.9,3.4,4.0,1.0,0.0
25.0,110.0,94.0,0.8591,51.2,48.3,13.6,19.5,25.6,24.9,34.7,26.3,50.4,46.4,35.0,34.1,61.3,4.1,4.0,1.0,0.0
25.0,111.2,87.5,0.9401,49.9,42.8,18.1,22.2,36.4,26.9,30.7,33.8,50.3,45.1,32.8,26.5,65.1,2.8,4.0,1.0,0.0
32.0,110.8,89.5,0.9205,49.3,46.5,17.3,19.1,31.6,26.1,33.2,30.2,48.4,49.3,34.0,28.3,65.7,5.7,5.0,0.0,1.0
29.0,119.1,100.9,0.8715,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24.0,53.8,51.8,36.8,33.5,68.6,3.7,5.0,1.0,1.0
27.0,112.1,90.5,0.9213,52.0,47.1,16.4,19.2,32.6,21.9,32.0,29.9,50.8,45.7,36.1,33.3,61.9,3.4,5.0,0.0,0.0
27.0,113.3,92.9,0.9072,51.1,46.0,18.3,16.5,35.9,26.1,29.9,23.7,51.5,46.2,33.5,30.5,64.9,4.5,5.0,1.0,0.0
24.0,115.0,93.2,0.9177,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,55.1,45.7,35.4,33.6,67.7,2.2,6.0,1.0,1.0
22.0,115.7,97.7,0.8738,50.6,48.6,17.4,16.6,39.2,25.0,31.9,29.9,50.0,48.6,34.7,32.4,65.8,1.6,6.0,1.0,0.0
22.0,111.7,94.6,0.8704,50.0,48.1,16.7,21.6,32.2,30.5,34.1,30.1,51.5,49.2,31.0,30.8,69.7,2.2,6.0,1.0,0.0
19.0,107.0,90.9,0.8678,49.9,49.9,19.6,25.0,33.9,26.5,27.9,40.8,50.0,49.2,33.1,33.7,64.0,2.4,6.0,1.0,0.0
22.0,109.7,93.4,0.8642,47.3,48.4,14.7,21.3,28.6,27.7,29.7,31.6,46.7,46.8,32.1,33.8,64.5,1.6,7.0,1.0,0.0
25.0,117.5,104.5,0.7939,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,55.8,52.2,36.0,35.0,68.9,3.5,7.0,1.0,0.0
25.0,113.8,95.7,0.8808,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33.0,66.0,3.7,7.0,1.0,0.0
21.0,114.4,96.4,0.8771,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28.0,48.2,48.7,39.3,32.4,64.6,2.4,7.0,1.0,0.0
22.0,112.6,95.8,0.8658,50.8,47.7,16.5,18.4,30.0,28.1,34.3,28.4,51.8,47.4,32.8,32.3,64.3,1.0,8.0,1.0,0.0
19.0,119.9,103.9,0.8385,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,52.1,52.5,34.0,36.6,69.6,0.3,8.0,1.0,0.0
26.0,115.4,95.0,0.903,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,71.0,4.7,8.0,1.0,0.0
22.0,111.9,93.3,0.8894,50.9,47.2,18.1,20.5,30.8,27.9,39.3,39.5,52.5,47.4,31.3,31.1,69.5,0.4,8.0,1.0,0.0
